FullAddress,OBJIDstr,AIN,NumPrefix,Number,NumSuffix,PreMod,PreDir,PreType,StArticle,StreetName,PostType,PostDir,PostMod,BldgID,BldgSource,BldgTypePl,BldgType,BldgName,FlrTypePl,FlrType,FlrName,UnitType,UnitName,ZipCode,Zip4,LegalComm,PostComm1,PostComm2,PostComm3,OtherComm1,OtherComm2,Source,SourceID,MADRank,AROIDstr,OIDstr,PropType,ObjID,PreDirAbbr,PostDirAbbr,PreTypeAbbr,PostTypeAbbr,FullName,UpdateDate,FullAddress,UniqueID,StName_EnerGov,FullAddress_EnerGov,MSAG_City,ESN,geometry_wkt,_matched_from_input_file,_source_file
4906 A Hillard Ave La Canada Flintridge 91011,,5808003001,,4906,A,,,,,Hillard,Avenue,,,,,,,,,,,,,91011,,LA CANADA-FLINTRIDGE,La Canada Flintridge,,,,,LACO DPW Add,{0E18DA82-D8C7-4E6E-A6DB-8794C7BD827C},0,,0E18DA82-D8C7-4E6E-A6DB-8794C7BD827C,Unknown,,,,,Ave,Hillard Ave,2023-07-24 19:47:07+00:00,4906 A Hillard Ave La Canada Flintridge 91011,0E18DA82-D8C7-4E6E-A6DB-8794C7BD827C_4906_A_Hillard_Ave_La_Canada_Flintridge_91011,Hillard,4906 A Hillard Avenue Ave LA CANADA-FLINTRIDGE 91011,,,POINT (6496840.205674 1902011.221844),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
2214 A Waltonia Dr Montrose 91020,,5810018008,,2214,A,,,,,Waltonia,Drive,,,,,,,,,,,,,91020,,Unincorporated,Montrose,,,,,LACO DPW Add,{B9CC3E85-851F-4174-AD0A-B6A9CA3C7882},0,,B9CC3E85-851F-4174-AD0A-B6A9CA3C7882,Unknown,,,,,Dr,Waltonia Dr,2023-11-23 01:17:25+00:00,2214 A Waltonia Dr Montrose 91020,B9CC3E85-851F-4174-AD0A-B6A9CA3C7882_2214_A_Waltonia_Dr_Montrose_91020,Waltonia,2214 A Waltonia Drive Dr Montrose 91020,,,POINT (6493607.839107 1899488.323675),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
1221 A Fernside Dr La Canada Flintridge 91011,,5812015027,,1221,A,,,,,Fernside,Drive,,,,,,,,,,,,,91011,,La Canada Flintridge,La Canada Flintridge,,,,,LACO DPW Add,{9DCDACA7-5B12-45A8-BF43-F18696522AF7},0,,9DCDACA7-5B12-45A8-BF43-F18696522AF7,Unknown,,,,,Dr,Fernside Dr,2022-08-26 10:30:12+00:00,1221 A Fernside Dr La Canada Flintridge 91011,9DCDACA7-5B12-45A8-BF43-F18696522AF7_1221_A_Fernside_Dr_La_Canada_Flintridge_91011,Fernside,1221 A Fernside Drive Dr La Canada Flintridge 91011,,,POINT (6499715.496183 1898821.893905),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
1434 D Foothill Blvd La Canada Flintridge 91011,,5813014040,,1434,D,,,,,Foothill,Boulevard,,,,,,,,,,,,,91011,,La Canada Flintridge,La Canada Flintridge,,,,,CAMS,{0FE3E98A-7E8C-4168-A3D3-5B6D4DE4C7B6},0,,0FE3E98A-7E8C-4168-A3D3-5B6D4DE4C7B6,Unknown,,,,,Blvd,Foothill Blvd,2015-03-27 16:09:12+00:00,1434 D Foothill Blvd La Canada Flintridge 91011,0FE3E98A-7E8C-4168-A3D3-5B6D4DE4C7B6_1434_D_Foothill_Blvd_La_Canada_Flintridge_91011,Foothill,1434 D Foothill Boulevard Blvd La Canada Flintridge 91011,,,POINT (6498336.504519 1898228.128033),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
1434 B Foothill Blvd La Canada Flintridge 91011,,5813014040,,1434,B,,,,,Foothill,Boulevard,,,,,,,,,,,,,91011,,La Canada Flintridge,La Canada Flintridge,,,,,Office of Assessor,{F58C280E-9AC4-4B66-AEE7-80D7EF2EA483},0,,F58C280E-9AC4-4B66-AEE7-80D7EF2EA483,Unknown,,,,,Blvd,Foothill Blvd,2015-03-27 16:13:22+00:00,1434 B Foothill Blvd La Canada Flintridge 91011,F58C280E-9AC4-4B66-AEE7-80D7EF2EA483_1434_B_Foothill_Blvd_La_Canada_Flintridge_91011,Foothill,1434 B Foothill Boulevard Blvd La Canada Flintridge 91011,,,POINT (6498336.538967 1898263.304143),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
4362 A Hayman Ave La Canada Flintridge 91011,,5814003021,,4362,A,,,,,Hayman,Avenue,,,,,,,,,,,,,91011,,La Canada Flintridge,La Canada Flintridge,,,,,CAMS,{0EECA170-C3C5-469F-9A96-B28E7C00DB8E},0,,0EECA170-C3C5-469F-9A96-B28E7C00DB8E,Unknown,,,,,Ave,Hayman Ave,2023-06-01 08:08:46+00:00,4362 A Hayman Ave La Canada Flintridge 91011,0EECA170-C3C5-469F-9A96-B28E7C00DB8E_4362_A_Hayman_Ave_La_Canada_Flintridge_91011,Hayman,4362 A Hayman Avenue Ave La Canada Flintridge 91011,,,POINT (6500539.701228 1895669.621667),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
4363 A Beulah Dr La Canada Flintridge 91011,,5814010013,,4363,A,,,,,Beulah,Drive,,,,,,,,,,,,,91011,,La Canada Flintridge,La Canada Flintridge,,,,,CAMS,{DE173499-4ED8-4245-A387-A91475B774A7},0,,DE173499-4ED8-4245-A387-A91475B774A7,Unknown,,,,,Dr,Beulah Dr,2022-10-28 09:13:14+00:00,4363 A Beulah Dr La Canada Flintridge 91011,DE173499-4ED8-4245-A387-A91475B774A7_4363_A_Beulah_Dr_La_Canada_Flintridge_91011,Beulah,4363 A Beulah Drive Dr La Canada Flintridge 91011,,,POINT (6501569.924561 1895393.8171),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
4703 A Oakwood Ave La Canada Flintridge 91011,,5815016028,,4703,A,,,,,Oakwood,Avenue,,,,,,,,,,,,,91011,,La Canada Flintridge,La Canada Flintridge,,,,,CAMS,{5ACC0E84-7936-4701-B5A6-89B9B861ED37},0,,5ACC0E84-7936-4701-B5A6-89B9B861ED37,Unknown,,,,,Ave,Oakwood Ave,2022-12-15 11:13:29+00:00,4703 A Oakwood Ave La Canada Flintridge 91011,5ACC0E84-7936-4701-B5A6-89B9B861ED37_4703_A_Oakwood_Ave_La_Canada_Flintridge_91011,Oakwood,4703 A Oakwood Avenue Ave La Canada Flintridge 91011,,,POINT (6502980.213735 1896943.243791),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
4926 B Angeles Crest Hwy La Canada Flintridge 91011,,5816003018,,4926,B,,,,,Angeles Crest,Highway,,,,,,,,,,,,,91011,,La Canada Flintridge,La Canada Flintridge,,,,,LACO DPW Add,{385E7B3D-8DE2-4424-8B99-5AA43B217923},0,,385E7B3D-8DE2-4424-8B99-5AA43B217923,Unknown,,,,,Hwy,Angeles Crest Hwy,2022-08-26 16:06:50+00:00,4926 B Angeles Crest Hwy La Canada Flintridge 91011,385E7B3D-8DE2-4424-8B99-5AA43B217923_4926_B_Angeles_Crest_Hwy_La_Canada_Flintridge_91011,Angeles Crest,4926 B Angeles Crest Highway Hwy La Canada Flintridge 91011,,,POINT (6501401.63684 1899478.856174),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
4842 A Viro Rd La Canada Flintridge 91011,,5819020001,,4842,A,,,,,Viro,Road,,,,,,,,,,,,,91011,,La Canada Flintridge,La Canada Flintridge,,,,,CAMS,{9A7A1846-93CA-46C5-8F25-782AE29ECA72},0,,9A7A1846-93CA-46C5-8F25-782AE29ECA72,Unknown,,,,,Rd,Viro Rd,2023-05-22 06:29:40+00:00,4842 A Viro Rd La Canada Flintridge 91011,9A7A1846-93CA-46C5-8F25-782AE29ECA72_4842_A_Viro_Rd_La_Canada_Flintridge_91011,Viro,4842 A Viro Road Rd La Canada Flintridge 91011,,,POINT (6507689.994998 1895760.357378),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
455 a Richmond Rd La Canada Flintridge 91011,,5820009018,,455,a,,,,,Richmond,Road,,,,,,,,,,,,,91011,,La Canada Flintridge,La Canada Flintridge,,,,,LACO DPW Add,{B0731F32-B4E4-4103-B55A-81BFF9C1030D},0,,B0731F32-B4E4-4103-B55A-81BFF9C1030D,Unknown,,,,,Rd,Richmond Rd,2023-05-24 08:41:03+00:00,455 a Richmond Rd La Canada Flintridge 91011,B0731F32-B4E4-4103-B55A-81BFF9C1030D_455_a_Richmond_Rd_La_Canada_Flintridge_91011,Richmond,455 a Richmond Road Rd La Canada Flintridge 91011,,,POINT (6504630.861024 1894714.175415),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
841 B Figueroa Dr Altadena 91001,,5823029005,,841,B,,,,,Figueroa,Drive,,,,,,,,,,,,,91001,,Unincorporated,Altadena,,,,,LACO DPW Add,{EA0E747A-4B5E-41F8-8629-2C5B7DE4D463},0,,EA0E747A-4B5E-41F8-8629-2C5B7DE4D463,Unknown,,,,,Dr,Figueroa Dr,2023-06-15 21:41:23+00:00,841 B Figueroa Dr Altadena 91001,EA0E747A-4B5E-41F8-8629-2C5B7DE4D463_841_B_Figueroa_Dr_Altadena_91001,Figueroa,841 B Figueroa Drive Dr Altadena 91001,,,POINT (6510988.263664 1890702.322546),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
841 A Figueroa Dr Altadena 91001,,5823029005,,841,A,,,,,Figueroa,Drive,,,,,,,,,,,,,91001,,Unincorporated,Altadena,,,,,LACO DPW Add,{C7810577-B3DB-4CC0-81CF-FCB47EA50733},0,,C7810577-B3DB-4CC0-81CF-FCB47EA50733,Unknown,,,,,Dr,Figueroa Dr,2023-06-15 21:41:23+00:00,841 A Figueroa Dr Altadena 91001,C7810577-B3DB-4CC0-81CF-FCB47EA50733_841_A_Figueroa_Dr_Altadena_91001,Figueroa,841 A Figueroa Drive Dr Altadena 91001,,,POINT (6510983.837164 1890814.562151),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
2057 N Los Robles Ave Altadena 91001,,5838001018,,2057,,,North,,Los,Robles,Avenue,,,,,,,,,,,,,91001,,Unincorporated,Altadena,,,,,LACO DPW House Numbering Map,{444CB30C-BC91-448C-A89B-7BA017A6E8EC},0,,444CB30C-BC91-448C-A89B-7BA017A6E8EC,Unknown,,N,,,Ave,N Los Robles Ave,2015-05-11 21:50:26+00:00,2057 N Los Robles Ave Altadena 91001,444CB30C-BC91-448C-A89B-7BA017A6E8EC_2057_N_Los_Robles_Ave_Altadena_91001,Los Robles,2057 N Los Robles Avenue Ave Altadena 91001,,,POINT (6518529.236443 1888489.802037),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
1649 Altadena 91001,,5847028022,,1649,,,,,,,,,,,,,,,,,,,,91001,,Unincorporated,Altadena,,,,,LACO DPW Add,{67725240-5EC0-41DA-9B67-ACF4515BB0D9},0,,67725240-5EC0-41DA-9B67-ACF4515BB0D9,Unknown,,,,,,,2024-09-14 08:24:46+00:00,1649 Altadena 91001,67725240-5EC0-41DA-9B67-ACF4515BB0D9_1649_Altadena_91001,,1649 Altadena 91001,,,POINT (6526368.204033 1887541.490613),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
3128 A Cloudcrest Rd La Crescenta 91214,,5867006001,,3128,A,,,,,Cloudcrest,Road,,,,,,,,,,,,,91214,,Unincorporated,La Crescenta,,,,,LACO DPW Add,{A4DDF692-4E42-458C-B267-B46EC441A575},0,,A4DDF692-4E42-458C-B267-B46EC441A575,Unknown,,,,,Rd,Cloudcrest Rd,2023-10-23 22:06:18+00:00,3128 A Cloudcrest Rd La Crescenta 91214,A4DDF692-4E42-458C-B267-B46EC441A575_3128_A_Cloudcrest_Rd_La_Crescenta_91214,Cloudcrest,3128 A Cloudcrest Road Rd La Crescenta 91214,,,POINT (6487242.276051 1911161.429266),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
Stonyvale Rd Tujunga 91042,,5869003300,,0,,,,,,Stonyvale,Road,,,,,,,,,,,,,91042,,Unincorporated,Tujunga,,,,,LACO DPW House Numbering Map,{CA3E0FB7-7C29-43BF-9293-B703D58FD639},0,,CA3E0FB7-7C29-43BF-9293-B703D58FD639,Unknown,,,,,Rd,Stonyvale Rd,2018-06-06 06:53:28+00:00,Stonyvale Rd Tujunga 91042,CA3E0FB7-7C29-43BF-9293-B703D58FD639__Stonyvale_Rd_Tujunga_91042,Stonyvale,Stonyvale Road Rd Tujunga 91042,,,POINT (6492371.374061 1928035.382066),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
1121 E 58th Dr Los Angeles 90011,,6008001031,,1121,,,East,,,58th,Drive,,,,,,,,,,,,,90011,,Unincorporated,Los Angeles,,,,,LACO DPW House Numbering Map,{291DC6BB-E310-4826-ABF4-1790A096B7C0},0,,291DC6BB-E310-4826-ABF4-1790A096B7C0,Unknown,,E,,,Dr,E 58th Dr,2015-05-04 20:14:39+00:00,1121 E 58th Dr Los Angeles 90011,291DC6BB-E310-4826-ABF4-1790A096B7C0_1121_E_58th_Dr_Los_Angeles_90011,58th,1121 E 58th Drive Dr Los Angeles 90011,,,POINT (6484121.182556 1818385.175842),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
1805  Los Angeles 90001,,6009029058,,1805,,,,,,,,,,,,,,,,,,,,90001,,Unincorporated,Los Angeles,,,,,LACO DPW Add,{F26511F9-9A98-40A5-8535-1AD1B6E6AD9C},0,,F26511F9-9A98-40A5-8535-1AD1B6E6AD9C,Unknown,,,,,,,2024-08-21 22:29:35+00:00,1805  Los Angeles 90001,F26511F9-9A98-40A5-8535-1AD1B6E6AD9C_1805__Los_Angeles_90001,,1805 Los Angeles 90001,,,POINT (6488675.73972 1813378.382706),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
1951 E Florence St Los Angeles 90001,,6009039048,,1951,,,East,,,Florence,Street,,,,,,,,,,,,,90001,,Huntington Park,Los Angeles,,,,,Office of Assessor,{27F63A96-9CFE-4626-9C27-B07D2518AC6F},0,,27F63A96-9CFE-4626-9C27-B07D2518AC6F,Unknown,,E,,,St,E Florence St,2018-02-15 11:32:34+00:00,1951 E Florence St Los Angeles 90001,27F63A96-9CFE-4626-9C27-B07D2518AC6F_1951_E_Florence_St_Los_Angeles_90001,Florence,1951 E Florence Street St Huntington Park 90001,,,POINT (6490354.139578 1813379.67273),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
6375 A Converse Ave Los Angeles 90001,,6010030042,,6375,A,,,,,Converse,Avenue,,,,,,,,,,,,,90001,,Unincorporated,Los Angeles,,,,,LACO DPW House Numbering Map,{358BFF52-217A-455B-94BD-EE8E56CF372C},0,,358BFF52-217A-455B-94BD-EE8E56CF372C,Unknown,,,,,Ave,Converse Ave,2021-10-21 15:00:10+00:00,6375 A Converse Ave Los Angeles 90001,358BFF52-217A-455B-94BD-EE8E56CF372C_6375_A_Converse_Ave_Los_Angeles_90001,Converse,6375 A Converse Avenue Ave Los Angeles 90001,,,POINT (6487614.029573 1815670.66946),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
6375 B Converse Ave Los Angeles 90001,,6010030042,,6375,B,,,,,Converse,Avenue,,,,,,,,,,,,,90001,,Unincorporated,Los Angeles,,,,,LACO DPW Add,{DCD18222-4890-46DE-8A94-982DEADF3C77},0,,DCD18222-4890-46DE-8A94-982DEADF3C77,Unknown,,,,,Ave,Converse Ave,2021-10-21 15:00:10+00:00,6375 B Converse Ave Los Angeles 90001,DCD18222-4890-46DE-8A94-982DEADF3C77_6375_B_Converse_Ave_Los_Angeles_90001,Converse,6375 B Converse Avenue Ave Los Angeles 90001,,,POINT (6487612.479707 1815653.957879),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
2100 W Florence Ave A-C Los Angeles 90047,,6017004001,,2100,,,West,,,Florence,Avenue,,,,,,,,,,,,A-C,90047,,Los Angeles,Los Angeles,,,,,LA City,{3DB5E9E3-11EF-4DB5-B4F8-3F55A22D6517},0,,3DB5E9E3-11EF-4DB5-B4F8-3F55A22D6517,Unknown,,W,,,Ave,W Florence Ave,2023-09-12 23:03:18+00:00,2100 W Florence Ave A-C Los Angeles 90047,3DB5E9E3-11EF-4DB5-B4F8-3F55A22D6517_2100_W_Florence_Ave_A-C_Los_Angeles_90047,Florence,2100 W Florence Avenue Ave A-C Los Angeles 90047,,,POINT (6465923.30819 1813218.965046),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
635 E 79Th Pl Los Angeles 90001,,6023017022,,635,,,East,,,79Th,Place,,,,,,,,,,,,,90001,,Los Angeles,Los Angeles,,,,,LA City,{2CDF63E1-F45D-4706-9E3B-0501ED8E77BA},0,,2CDF63E1-F45D-4706-9E3B-0501ED8E77BA,Unknown,,E,,,Pl,E 79Th Pl,2023-09-12 23:03:18+00:00,635 E 79Th Pl Los Angeles 90001,2CDF63E1-F45D-4706-9E3B-0501ED8E77BA_635_E_79Th_Pl_Los_Angeles_90001,79Th,635 E 79Th Place Pl Los Angeles 90001,,,POINT (6481695.347512 1811701.597018),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
7302 A Mace Pl Los Angeles 90001,,6024019008,,7302,A,,,,,Mace,Place,,,,,,,,,,,,,90001,,Unincorporated,Los Angeles,,,,,LACO DPW Add,{C275BFC1-AF1D-4373-92FF-339625D6AEDB},0,,C275BFC1-AF1D-4373-92FF-339625D6AEDB,Unknown,,,,,Pl,Mace Pl,2023-10-25 15:01:09+00:00,7302 A Mace Pl Los Angeles 90001,C275BFC1-AF1D-4373-92FF-339625D6AEDB_7302_A_Mace_Pl_Los_Angeles_90001,Mace,7302 A Mace Place Pl Los Angeles 90001,,,POINT (6485536.69941 1812938.549924),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
7302 B Mace Pl Los Angeles 90001,,6024019008,,7302,B,,,,,Mace,Place,,,,,,,,,,,,,90001,,Unincorporated,Los Angeles,,,,,LACO DPW Add,{485CB4C5-9965-46FD-8113-D477EF397E49},0,,485CB4C5-9965-46FD-8113-D477EF397E49,Unknown,,,,,Pl,Mace Pl,2023-10-25 15:01:09+00:00,7302 B Mace Pl Los Angeles 90001,485CB4C5-9965-46FD-8113-D477EF397E49_7302_B_Mace_Pl_Los_Angeles_90001,Mace,7302 B Mace Place Pl Los Angeles 90001,,,POINT (6485561.434268 1812937.570596),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
8319 a Maie Ave Los Angeles 90001,,6027006027,,8319,a,,,,,Maie,Avenue,,,,,,,,,,,,,90001,,Unincorporated,Los Angeles,,,,,LACO DPW Add,{ACB320CB-1B43-4AD4-9591-C7306BE7DA43},0,,ACB320CB-1B43-4AD4-9591-C7306BE7DA43,Unknown,,,,,Ave,Maie Ave,2022-12-12 08:27:35+00:00,8319 a Maie Ave Los Angeles 90001,ACB320CB-1B43-4AD4-9591-C7306BE7DA43_8319_a_Maie_Ave_Los_Angeles_90001,Maie,8319 a Maie Avenue Ave Los Angeles 90001,,,POINT (6487440.965614 1808898.432677),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
8207 A Bell Ave Los Angeles 90001,,6027025015,,8207,A,,,,,Bell,Avenue,,,,,,,,,,,,,90001,,Unincorporated,Los Angeles,,,,,LACO DPW Add,{7DF02F60-6811-40C5-8BC9-E9969541C7E3},0,,7DF02F60-6811-40C5-8BC9-E9969541C7E3,Unknown,,,,,Ave,Bell Ave,2019-05-28 17:15:12+00:00,8207 A Bell Ave Los Angeles 90001,7DF02F60-6811-40C5-8BC9-E9969541C7E3_8207_A_Bell_Ave_Los_Angeles_90001,Bell,8207 A Bell Avenue Ave Los Angeles 90001,,,POINT (6489168.439522 1809394.776828),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
8207 B Bell Ave Los Angeles 90001,,6027025015,,8207,B,,,,,Bell,Avenue,,,,,,,,,,,,,90001,,Unincorporated,Los Angeles,,,,,LACO DPW Add,{6F6F06B7-F9F7-4A0C-B7A5-1018EFA31B20},0,,6F6F06B7-F9F7-4A0C-B7A5-1018EFA31B20,Unknown,,,,,Ave,Bell Ave,2019-05-28 17:15:12+00:00,8207 B Bell Ave Los Angeles 90001,6F6F06B7-F9F7-4A0C-B7A5-1018EFA31B20_8207_B_Bell_Ave_Los_Angeles_90001,Bell,8207 B Bell Avenue Ave Los Angeles 90001,,,POINT (6489135.675151 1809402.723007),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
1239  Los Angeles 90002,,6043011027,,1239,,,,,,,,,,,,,,,,,,,,90002,,unincorporated,Los Angeles,,,,,LACO DPW Add,{54454ED8-2CE9-45A3-B627-07C93149BC64},0,,54454ED8-2CE9-45A3-B627-07C93149BC64,Unknown,,,,,,,2023-07-28 00:11:38+00:00,1239  Los Angeles 90002,54454ED8-2CE9-45A3-B627-07C93149BC64_1239__Los_Angeles_90002,,1239 Los Angeles 90002,,,POINT (6485048.773876 1806115.175776),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
8613 A Elm St Los Angeles 90002,,6044025023,,8613,A,,,,,Elm,Street,,,,,,,,,,,,,90002,,Unincorporated,Los Angeles,,,,,LACO DPW Add,{4107D9CA-5AF3-4A5F-A7ED-481CD64F0E6C},0,,4107D9CA-5AF3-4A5F-A7ED-481CD64F0E6C,Unknown,,,,,St,Elm St,2023-11-06 16:09:48+00:00,8613 A Elm St Los Angeles 90002,4107D9CA-5AF3-4A5F-A7ED-481CD64F0E6C_8613_A_Elm_St_Los_Angeles_90002,Elm,8613 A Elm Street St Los Angeles 90002,,,POINT (6489178.600919 1807742.761103),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
11208 Los Angeles 90044,,6076026032,,11208,,,,,,,,,,,,,,,,,,,,90044,,Unincorporated,Los Angeles,,,,,LACO DPW Add,{C9780D8F-3C92-4C6F-A718-E107E3E8F932},0,,C9780D8F-3C92-4C6F-A718-E107E3E8F932,Unknown,,,,,,,2015-05-04 20:52:54+00:00,11208 Los Angeles 90044,C9780D8F-3C92-4C6F-A718-E107E3E8F932_11208_Los_Angeles_90044,,11208 Los Angeles 90044,,,POINT (6472089.864427 1797949.188499),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
11203 Los Angeles 90047,,6078020014,,11203,,,,,,,,,,,,,,,,,,,,90047,,Unincorporated,Los Angeles,,,,,LACO DPW House Numbering Map,{C86F0B80-6D97-45DB-92C2-4A256AE7409E},0,,C86F0B80-6D97-45DB-92C2-4A256AE7409E,Unknown,,,,,,,2021-11-08 16:01:50+00:00,11203 Los Angeles 90047,C86F0B80-6D97-45DB-92C2-4A256AE7409E_11203_Los_Angeles_90047,,11203 Los Angeles 90047,,,POINT (6467834.628515 1797936.708537),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
821 W 115Th Pl Los Angeles 90044,,6088009036,,821,,,West,,,115Th,Place,,,,,,,,,,,,,90044,,Los Angeles,Los Angeles,,,,,LA City,{6FD6D5AA-C656-41F8-9444-97491878BE2A},0,,6FD6D5AA-C656-41F8-9444-97491878BE2A,Unknown,,W,,,Pl,W 115Th Pl,2023-09-12 23:03:18+00:00,821 W 115Th Pl Los Angeles 90044,6FD6D5AA-C656-41F8-9444-97491878BE2A_821_W_115Th_Pl_Los_Angeles_90044,115Th,821 W 115Th Place Pl Los Angeles 90044,,,POINT (6473655.091939 1796812.47194),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
15922 Gardena 90248,,6125001015,,15922,,,,,,,,,,,,,,,,,,,,90248,,Unincorporated,Gardena,,,,,LACO DPW House Numbering Map,{1A0C72E7-5312-4500-BA52-CEB6B11FB193},0,,1A0C72E7-5312-4500-BA52-CEB6B11FB193,Unknown,,,,,,,2015-05-07 21:11:55+00:00,15922 Gardena 90248,1A0C72E7-5312-4500-BA52-CEB6B11FB193_15922_Gardena_90248,,15922 Gardena 90248,,,POINT (6476121.126705 1781316.802801),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
11649 A Antwerp St Los Angeles 90059,,6148002901,,11649,A,,,,,Antwerp,Street,,,,,,,,,,,,,90059,,Unincorporated,Los Angeles,,,,,LACO DPW Add,{6DB3E3CD-B407-4516-A370-47D6001FD908},0,,6DB3E3CD-B407-4516-A370-47D6001FD908,Unknown,,,,,St,Antwerp St,2022-12-22 10:38:50+00:00,11649 A Antwerp St Los Angeles 90059,6DB3E3CD-B407-4516-A370-47D6001FD908_11649_A_Antwerp_St_Los_Angeles_90059,Antwerp,11649 A Antwerp Street St Los Angeles 90059,,,POINT (6486228.028408 1796304.678337),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
14701 Compton 90221,,6185006038,,14701,,,,,,,,,,,,,,,,,,,,90221,,Unincorporated,Compton,East Rancho Dominguez,,,,LACO DPW House Numbering Map,{A33FD2CC-1961-4BEE-9768-59FA93F49CFE},0,,A33FD2CC-1961-4BEE-9768-59FA93F49CFE,Unknown,,,,,,,2022-11-16 13:42:03+00:00,14701 Compton 90221,A33FD2CC-1961-4BEE-9768-59FA93F49CFE_14701_Compton_90221,,14701 Compton 90221,,,POINT (6503174.185788 1785785.183628),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
Huntington Park 90255,,6201011009,,,,,,,,,,,,,,,,,,,,,,90255,,Unincorporated,Huntington Park,Walnut Park,,,,LACO DPW Add,{0C353752-6302-4F34-9062-4515A2671850},0,,0C353752-6302-4F34-9062-4515A2671850,Unknown,,,,,,,2024-05-29 23:12:51+00:00,Huntington Park 90255,0C353752-6302-4F34-9062-4515A2671850___Huntington_Park_90255,,Huntington Park 90255,,,POINT (6495192.123012 1812084.032933),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
